temp1,smoke1,soil,flame1,temp2,smoke2,flame2,humidity,label
42.6,1003,2918,0,45.8,1109,0,22.0,PROBABLE_FIRE
31.9,491,2179,1,33.8,537,1,70.1,SAFE
22.5,621,2555,1,22.8,672,1,91.7,SAFE
59.8,1335,3527,0,65.1,1333,0,12.4,CONFIRMED_FIRE
59.3,1342,3553,0,61.5,1178,1,14.4,CONFIRMED_FIRE
49.6,1337,3378,0,55.4,1553,0,18.1,CONFIRMED_FIRE
46.9,1171,4012,0,51.1,1176,0,22.2,CONFIRMED_FIRE
43.0,986,3385,1,43.1,928,1,29.4,PROBABLE_FIRE
19.2,639,1000,1,16.5,328,1,76.5,SAFE
30.5,550,1578,1,28.9,610,1,67.2,SAFE
54.7,1536,3902,0,60.4,1229,1,7.6,CONFIRMED_FIRE
38.7,1008,3283,0,44.7,712,1,11.6,PROBABLE_FIRE
30.9,545,2072,1,28.8,363,1,58.2,SAFE
21.5,372,2231,1,22.7,484,1,77.6,SAFE
33.5,555,2580,1,32.7,358,1,96.2,SAFE
60.5,1295,4258,0,65.9,1356,0,16.6,CONFIRMED_FIRE
52.3,1434,3576,0,58.8,1151,0,14.3,CONFIRMED_FIRE
47.1,836,3817,0,47.9,858,0,37.4,PROBABLE_FIRE
67.3,1538,3954,0,71.0,1338,0,10.2,CONFIRMED_FIRE
35.6,446,3251,1,35.6,585,1,34.3,HIGH_RISK
36.3,755,3718,1,38.1,649,1,40.0,HIGH_RISK
26.4,305,1772,1,29.5,621,1,76.2,SAFE
43.3,529,4082,1,43.4,692,1,30.8,HIGH_RISK
56.8,978,3660,1,59.8,994,1,28.2,PROBABLE_FIRE
46.1,1150,4045,1,54.5,1334,0,5.2,CONFIRMED_FIRE
53.1,1416,4231,0,57.4,922,1,13.4,CONFIRMED_FIRE
49.9,515,4293,1,51.3,663,1,19.6,HIGH_RISK
30.0,615,1937,1,31.0,310,1,69.2,SAFE
47.1,1053,3761,1,49.9,1034,0,11.3,PROBABLE_FIRE
27.2,370,2731,1,26.1,538,1,55.2,SAFE
39.4,571,4052,1,43.0,465,1,33.4,HIGH_RISK
57.2,1426,3282,0,62.5,1315,0,8.0,CONFIRMED_FIRE
57.1,1181,3757,0,61.9,1151,1,17.7,CONFIRMED_FIRE
23.2,445,1465,1,24.9,342,1,74.6,SAFE
50.2,1225,3219,1,55.5,1063,1,23.3,PROBABLE_FIRE
52.8,1317,4198,0,54.4,1100,1,14.7,CONFIRMED_FIRE
29.9,612,2411,1,29.1,639,1,77.9,SAFE
28.4,573,1600,1,30.9,500,1,80.0,SAFE
57.6,1235,3801,1,55.4,1153,0,12.5,CONFIRMED_FIRE
44.7,615,3297,1,42.8,704,1,33.0,HIGH_RISK
47.3,1404,3357,0,48.4,1422,0,13.1,CONFIRMED_FIRE
41.0,1055,3743,0,44.4,672,1,15.9,PROBABLE_FIRE
43.4,570,3914,1,45.7,507,1,26.3,HIGH_RISK
26.0,657,1089,1,29.7,479,1,63.9,SAFE
41.3,785,4537,1,40.4,574,1,15.6,HIGH_RISK
72.6,1546,3721,0,70.5,1094,1,5.5,CONFIRMED_FIRE
46.6,1060,3408,0,53.8,1338,0,22.0,CONFIRMED_FIRE
20.8,436,1183,1,21.4,426,1,69.9,SAFE
61.9,1316,3956,0,72.5,1414,0,17.0,CONFIRMED_FIRE
65.6,1493,3190,0,63.2,1340,0,10.5,CONFIRMED_FIRE
25.8,649,1906,1,26.3,484,1,71.9,SAFE
39.7,555,3595,1,41.3,464,1,36.5,HIGH_RISK
36.5,639,3449,1,39.0,509,1,31.9,HIGH_RISK
22.7,604,2409,1,23.4,605,1,62.8,SAFE
55.7,1269,3462,0,61.3,1240,0,5.9,CONFIRMED_FIRE
43.7,624,3950,1,46.9,461,1,45.0,HIGH_RISK
62.6,1326,2982,0,67.0,1341,0,20.0,CONFIRMED_FIRE
36.4,404,3945,1,37.9,661,1,36.0,HIGH_RISK
50.4,1314,3747,0,54.5,1283,0,19.3,CONFIRMED_FIRE
31.8,522,1760,1,33.3,321,1,52.3,SAFE
25.0,527,2416,1,26.0,478,1,75.9,SAFE
59.1,1186,3404,0,53.3,1332,0,5.9,CONFIRMED_FIRE
34.7,461,1926,1,33.5,456,1,58.9,SAFE
24.2,565,1862,1,25.0,421,1,54.5,SAFE
36.0,395,3775,1,37.0,741,1,42.1,HIGH_RISK
37.8,613,3693,1,40.5,800,1,46.7,HIGH_RISK
36.5,731,4077,1,43.6,1085,0,20.4,PROBABLE_FIRE
65.2,1175,3743,0,67.3,1408,0,7.3,CONFIRMED_FIRE
35.7,456,4114,1,38.4,518,1,32.1,HIGH_RISK
36.7,457,3942,1,41.2,458,1,40.5,HIGH_RISK
32.0,480,952,1,33.9,335,1,60.1,SAFE
65.0,1361,3924,0,70.9,1293,0,20.1,CONFIRMED_FIRE
29.7,552,1189,1,29.7,583,1,58.3,SAFE
29.9,461,1929,1,31.8,491,1,62.4,SAFE
65.4,1417,3358,0,63.8,1214,0,11.6,CONFIRMED_FIRE
29.0,441,1075,1,27.2,459,1,90.5,SAFE
56.9,1069,3600,0,59.6,617,0,35.4,PROBABLE_FIRE
55.4,1322,3858,0,60.5,1388,1,20.2,CONFIRMED_FIRE
39.2,546,4258,1,35.8,478,1,16.7,HIGH_RISK
25.4,320,2178,1,23.2,511,1,56.0,SAFE
44.3,634,3545,1,47.3,656,1,43.1,HIGH_RISK
45.0,1181,3806,1,47.6,1181,1,35.6,PROBABLE_FIRE
31.9,465,2368,1,34.0,318,1,73.8,SAFE
58.4,1237,3924,1,59.3,1514,0,10.5,CONFIRMED_FIRE
45.6,655,3673,1,43.7,559,1,43.1,HIGH_RISK
21.7,601,1410,1,20.5,591,1,65.0,SAFE
33.2,473,1556,1,37.2,607,1,62.0,SAFE
37.5,673,4102,1,36.5,393,1,28.3,HIGH_RISK
42.4,737,3981,1,43.7,584,1,18.1,HIGH_RISK
38.7,606,3872,1,40.0,760,1,27.3,HIGH_RISK
49.4,1085,3915,0,52.7,1282,0,13.3,CONFIRMED_FIRE
30.6,500,1143,1,34.8,336,1,64.6,SAFE
39.7,737,3429,1,39.9,522,1,36.1,HIGH_RISK
51.5,953,3447,1,52.6,1104,1,30.0,PROBABLE_FIRE
34.6,830,3889,1,37.0,760,1,26.0,HIGH_RISK
58.3,1499,3431,0,57.3,1087,1,10.5,CONFIRMED_FIRE
59.7,1470,3592,0,67.7,1093,1,9.9,CONFIRMED_FIRE
51.6,1285,3663,0,49.1,1048,1,15.5,CONFIRMED_FIRE
44.5,1081,4427,1,44.8,1117,1,30.7,PROBABLE_FIRE
41.7,557,3925,1,45.2,619,1,30.5,HIGH_RISK
64.6,1274,3482,0,67.4,926,0,19.0,CONFIRMED_FIRE
47.7,986,3364,0,49.4,1014,1,37.7,PROBABLE_FIRE
38.6,783,3788,1,40.7,732,1,34.3,HIGH_RISK
42.4,579,3984,1,43.0,489,1,37.8,HIGH_RISK
68.6,1211,3697,0,70.8,1219,0,6.9,CONFIRMED_FIRE
43.6,611,3509,1,42.2,613,1,35.1,HIGH_RISK
53.2,1164,3767,1,61.2,1554,0,6.9,CONFIRMED_FIRE
49.5,1392,3523,0,54.3,1553,0,15.5,CONFIRMED_FIRE
39.5,857,3233,0,42.6,993,0,30.0,PROBABLE_FIRE
44.4,701,4181,1,49.8,1058,0,31.5,PROBABLE_FIRE
31.2,512,2621,1,30.4,433,1,55.2,SAFE
35.3,582,3643,1,41.0,772,1,44.8,HIGH_RISK
59.5,1153,4112,0,63.6,1215,0,24.6,CONFIRMED_FIRE
44.0,806,3615,0,51.1,975,0,11.2,PROBABLE_FIRE
42.8,637,3319,1,44.1,482,1,32.8,HIGH_RISK
32.4,344,2300,1,38.5,396,1,65.6,SAFE
55.4,988,3555,1,57.6,1210,1,15.7,PROBABLE_FIRE
51.9,728,3780,0,57.7,1070,0,19.8,PROBABLE_FIRE
49.0,1087,3082,1,49.9,1201,1,11.7,PROBABLE_FIRE
20.3,588,1879,1,18.8,401,1,61.8,SAFE
33.5,378,2321,1,32.6,488,1,56.2,SAFE
29.4,389,1629,1,27.5,647,1,57.3,SAFE
50.8,1438,3567,0,55.0,1318,0,23.2,CONFIRMED_FIRE
37.7,824,3374,1,41.8,411,1,22.4,HIGH_RISK
27.8,378,2241,1,26.5,606,1,60.4,SAFE
35.9,717,3949,1,38.4,672,1,21.5,HIGH_RISK
61.2,1169,3512,0,68.6,1323,0,14.3,CONFIRMED_FIRE
23.7,369,2271,1,24.9,308,1,63.7,SAFE
32.8,333,1123,1,34.2,445,1,79.2,SAFE
30.0,588,1210,1,29.4,517,1,78.4,SAFE
44.7,1120,3597,0,57.4,1225,0,20.4,CONFIRMED_FIRE
42.2,554,3240,1,42.6,705,1,31.4,HIGH_RISK
65.2,1148,3812,0,63.6,1155,1,18.1,CONFIRMED_FIRE
50.4,1226,3316,1,61.6,1420,0,20.9,CONFIRMED_FIRE
34.3,613,2432,1,33.2,422,1,83.5,SAFE
41.7,493,3826,1,43.7,521,1,39.4,HIGH_RISK
22.7,583,1902,1,24.4,353,1,80.2,SAFE
57.6,1526,3936,0,58.0,1038,1,17.6,CONFIRMED_FIRE
41.1,817,3928,1,39.2,786,1,42.8,HIGH_RISK
57.6,1356,3859,0,64.2,1196,0,24.9,CONFIRMED_FIRE
39.0,595,4278,1,40.1,745,1,14.8,HIGH_RISK
48.3,480,4114,1,47.7,597,1,22.1,HIGH_RISK
43.4,611,3520,1,45.6,927,0,38.7,PROBABLE_FIRE
43.1,1258,3624,0,53.5,1256,0,17.6,CONFIRMED_FIRE
28.5,550,1259,1,27.5,649,1,50.1,SAFE
34.5,693,3745,1,34.3,714,1,22.3,HIGH_RISK
27.7,554,1138,1,29.1,563,1,51.2,SAFE
46.1,537,3651,1,45.1,910,1,17.9,HIGH_RISK
42.1,469,3764,1,46.0,404,1,26.3,HIGH_RISK
42.0,410,3982,1,46.0,491,1,19.8,HIGH_RISK
43.7,807,3670,1,44.0,662,1,29.0,HIGH_RISK
33.5,446,2301,1,37.5,296,1,76.4,SAFE
26.6,439,2213,1,26.7,557,1,56.7,SAFE
43.7,499,3847,1,48.4,454,1,18.7,HIGH_RISK
44.6,543,3688,1,46.3,486,1,35.6,HIGH_RISK
24.3,673,1796,1,26.6,473,1,60.0,SAFE
45.1,869,2997,0,49.4,651,1,18.4,PROBABLE_FIRE
63.2,1541,3807,0,70.5,1062,1,13.5,CONFIRMED_FIRE
30.1,357,1758,1,31.4,568,1,70.5,SAFE
22.1,445,2297,1,19.8,338,1,74.9,SAFE
35.7,463,3507,1,34.6,514,1,30.9,HIGH_RISK
28.0,585,1655,1,26.2,543,1,86.2,SAFE
34.7,589,2237,1,31.6,567,1,66.3,SAFE
27.6,566,1366,1,26.7,361,1,91.0,SAFE
48.2,1476,3617,0,54.5,1250,0,7.3,CONFIRMED_FIRE
51.7,1250,4082,0,51.9,1294,1,15.3,CONFIRMED_FIRE
41.9,598,3985,1,43.1,392,1,46.9,HIGH_RISK
46.6,609,3901,1,48.3,862,0,33.3,PROBABLE_FIRE
27.9,310,1378,1,29.3,671,1,67.0,SAFE
27.6,521,1676,1,28.0,371,1,85.7,SAFE
26.3,346,1944,1,28.1,468,1,62.3,SAFE
34.2,555,2395,1,31.3,355,1,69.6,SAFE
34.3,396,4400,1,39.1,764,1,24.6,HIGH_RISK
36.3,698,3728,1,34.7,808,1,32.1,HIGH_RISK
38.6,1110,3868,0,42.1,1007,0,15.1,PROBABLE_FIRE
34.9,488,1261,1,30.5,507,1,84.6,SAFE
41.3,460,3346,1,44.9,474,1,17.4,HIGH_RISK
57.3,1277,3788,0,65.8,1304,1,9.8,CONFIRMED_FIRE
29.4,334,2962,1,30.3,503,1,54.0,SAFE
32.6,367,2598,1,31.7,491,1,60.5,SAFE
45.4,1063,3734,0,50.5,1441,0,7.1,CONFIRMED_FIRE
47.4,1031,3208,1,50.6,1179,1,27.1,PROBABLE_FIRE
36.8,613,3449,1,37.7,519,1,33.4,HIGH_RISK
50.4,1608,3824,0,53.7,1387,0,10.6,CONFIRMED_FIRE
43.8,1071,2923,1,44.4,1091,1,33.0,PROBABLE_FIRE
27.1,572,2172,1,23.5,431,1,60.2,SAFE
27.8,312,2449,1,24.7,403,1,73.7,SAFE
51.2,1156,3235,0,55.5,1485,0,21.9,CONFIRMED_FIRE
57.8,1308,3625,0,61.3,1188,0,6.1,CONFIRMED_FIRE
48.3,615,3767,1,51.4,787,1,32.5,HIGH_RISK
52.9,1311,3674,0,49.7,1439,0,21.2,CONFIRMED_FIRE
25.8,352,2329,1,25.3,538,1,60.4,SAFE
43.5,1369,3228,1,50.7,1204,0,19.1,CONFIRMED_FIRE
42.5,701,4013,1,45.7,667,1,33.3,HIGH_RISK
47.9,968,3338,0,50.1,967,1,14.3,PROBABLE_FIRE
67.4,1350,3888,0,74.4,1094,0,16.0,CONFIRMED_FIRE
42.6,668,4012,1,45.6,673,1,35.1,HIGH_RISK
51.5,1380,3582,0,58.0,1531,0,14.5,CONFIRMED_FIRE
53.7,1436,3690,0,63.0,1250,0,7.5,CONFIRMED_FIRE
27.7,434,1837,1,26.5,407,1,78.9,SAFE
61.5,1295,4190,0,70.2,929,1,14.1,CONFIRMED_FIRE
41.7,995,3397,0,42.0,682,0,20.4,PROBABLE_FIRE
62.8,1335,3644,0,65.0,1389,1,15.0,CONFIRMED_FIRE
27.8,396,2583,1,30.0,528,1,72.4,SAFE
21.0,474,1305,1,19.2,523,1,50.4,SAFE
51.4,1369,4116,0,54.7,962,0,8.0,CONFIRMED_FIRE
31.7,381,2340,1,33.7,562,1,84.6,SAFE
50.1,1570,3840,0,51.1,996,1,5.4,CONFIRMED_FIRE
50.6,1523,3417,0,58.2,1172,0,7.5,CONFIRMED_FIRE
35.9,491,4042,1,39.1,632,1,16.9,HIGH_RISK
33.7,600,1204,1,31.7,426,1,78.8,SAFE
23.7,571,1325,1,23.3,623,1,69.7,SAFE
46.4,1357,3788,0,52.8,1428,0,5.7,CONFIRMED_FIRE
30.6,562,2129,1,31.6,494,1,62.0,SAFE
35.5,480,3577,1,36.4,703,1,45.9,HIGH_RISK
60.6,1351,3820,0,60.8,1149,1,4.8,CONFIRMED_FIRE
27.0,517,1257,1,24.1,541,1,60.7,SAFE
35.6,395,3795,1,36.5,438,1,41.3,HIGH_RISK
43.1,674,3734,1,45.6,545,1,47.7,HIGH_RISK
26.5,478,2807,1,27.3,617,1,89.8,SAFE
31.7,381,1084,1,31.0,526,1,72.1,SAFE
20.8,526,2381,1,21.9,329,1,73.5,SAFE
59.6,1249,3824,0,63.3,942,0,6.9,CONFIRMED_FIRE
55.3,1402,3840,0,62.1,1260,1,18.3,CONFIRMED_FIRE
31.3,537,2261,1,32.0,447,1,67.9,SAFE
39.9,419,3691,1,38.8,418,1,18.5,HIGH_RISK
40.5,461,3499,1,41.2,478,1,30.0,HIGH_RISK
29.0,642,1898,1,28.7,705,1,75.3,SAFE
47.7,1374,3759,0,56.3,1268,0,12.4,CONFIRMED_FIRE
46.3,445,3742,1,49.6,652,1,27.2,HIGH_RISK
57.2,1271,3259,0,60.6,1422,0,19.4,CONFIRMED_FIRE
19.7,512,1123,1,18.0,414,1,65.5,SAFE
41.0,1320,3889,1,41.3,1137,0,15.9,CONFIRMED_FIRE
47.0,661,3706,1,53.9,666,1,20.3,HIGH_RISK
53.6,1163,3762,1,57.8,1340,0,11.1,CONFIRMED_FIRE
31.3,518,1032,1,33.2,418,1,53.4,SAFE
48.1,1146,3181,1,52.4,928,1,33.1,PROBABLE_FIRE
53.9,642,4387,1,57.4,994,0,18.7,PROBABLE_FIRE
35.5,340,1577,1,32.6,408,1,67.1,SAFE
41.9,1295,3211,1,41.7,1421,1,32.7,PROBABLE_FIRE
37.1,451,3955,1,37.1,443,1,38.1,HIGH_RISK
42.5,699,2989,1,45.5,707,0,30.8,PROBABLE_FIRE
65.4,1499,3640,0,69.1,1182,1,8.1,CONFIRMED_FIRE
52.2,1307,3326,0,58.6,1281,0,8.6,CONFIRMED_FIRE
36.3,565,4167,1,40.6,720,1,41.6,HIGH_RISK
55.5,1439,3589,0,68.0,1193,0,12.5,CONFIRMED_FIRE
25.2,287,1442,1,25.6,588,1,81.0,SAFE
40.0,534,3992,1,41.3,816,1,36.9,HIGH_RISK
29.0,544,1309,1,27.7,533,1,86.1,SAFE
46.5,469,4067,1,48.4,568,1,25.1,HIGH_RISK
41.1,1312,3351,0,51.8,1199,0,18.3,CONFIRMED_FIRE
24.7,406,1161,1,27.7,521,1,73.1,SAFE
20.8,708,1932,1,21.8,396,1,81.7,SAFE
53.1,1120,3509,1,56.6,1158,1,24.3,PROBABLE_FIRE
43.2,562,3803,1,49.6,500,1,23.6,HIGH_RISK
38.8,763,3097,1,41.6,564,1,35.8,HIGH_RISK
54.9,1191,3179,1,60.3,1009,1,23.4,PROBABLE_FIRE
59.6,1499,4301,0,62.5,1333,1,11.1,CONFIRMED_FIRE
26.7,604,1507,1,25.8,600,1,89.0,SAFE
37.6,714,3971,1,39.9,984,0,20.6,PROBABLE_FIRE
27.5,383,1777,1,24.1,471,1,72.3,SAFE
38.7,1094,3249,0,37.7,1023,1,32.3,PROBABLE_FIRE
29.7,392,2253,1,28.5,608,1,59.0,SAFE
55.0,1235,2666,1,56.6,1155,1,30.9,PROBABLE_FIRE
36.3,549,3708,1,37.3,429,1,31.5,HIGH_RISK
47.0,1171,3267,1,47.4,1199,1,25.4,PROBABLE_FIRE
29.8,530,1415,1,32.2,418,1,55.8,SAFE
46.6,1341,3822,1,50.5,1174,0,5.5,CONFIRMED_FIRE
51.2,1136,3879,0,56.3,1107,0,18.8,CONFIRMED_FIRE
51.4,1404,3269,0,49.9,1300,0,9.8,CONFIRMED_FIRE
51.5,1447,3599,0,57.7,1462,0,9.7,CONFIRMED_FIRE
28.7,448,1520,1,28.2,350,1,76.2,SAFE
40.6,1206,3628,0,46.5,1058,0,9.9,CONFIRMED_FIRE
39.8,753,3106,1,45.5,654,0,38.0,PROBABLE_FIRE
50.8,930,2982,0,53.0,640,1,11.0,PROBABLE_FIRE
22.7,591,2144,1,22.5,336,1,54.2,SAFE
48.0,1591,3640,0,49.0,1134,0,15.4,CONFIRMED_FIRE
39.9,600,3645,1,39.8,795,1,35.7,HIGH_RISK
35.1,711,4221,1,38.6,541,1,23.8,HIGH_RISK
41.0,388,4254,1,36.3,601,1,46.8,HIGH_RISK
27.6,611,2401,1,29.1,536,1,83.5,SAFE
40.2,634,3159,1,39.7,614,1,25.1,HIGH_RISK
42.4,474,3570,1,47.1,464,1,31.9,HIGH_RISK
44.8,774,3763,1,48.8,645,1,37.4,HIGH_RISK
60.3,1257,3044,0,61.9,1387,0,5.1,CONFIRMED_FIRE
30.9,383,1967,1,33.6,339,1,55.7,SAFE
39.4,538,3868,1,42.7,710,1,30.5,HIGH_RISK
40.3,660,3680,1,41.0,802,1,28.0,HIGH_RISK
59.1,1247,3695,0,65.1,1159,0,20.3,CONFIRMED_FIRE
26.1,583,975,1,26.6,363,1,87.5,SAFE
39.9,605,3556,1,39.0,766,1,18.9,HIGH_RISK
28.4,509,2178,1,27.6,524,1,78.2,SAFE
47.4,971,3291,1,48.4,1168,1,28.4,PROBABLE_FIRE
59.5,1288,3884,0,60.2,1143,1,13.8,CONFIRMED_FIRE
58.3,1216,3674,0,63.1,1192,1,17.3,CONFIRMED_FIRE
36.3,738,3738,0,35.7,733,0,19.8,PROBABLE_FIRE
44.4,954,3257,1,48.8,949,0,15.2,PROBABLE_FIRE
35.7,449,4154,1,36.4,757,1,22.4,HIGH_RISK
42.3,986,3426,1,40.6,939,1,25.8,PROBABLE_FIRE
21.0,698,2129,1,20.3,516,1,57.9,SAFE
44.4,1038,3361,0,46.0,1435,0,13.5,CONFIRMED_FIRE
62.2,1277,3715,0,73.2,1216,0,20.4,CONFIRMED_FIRE
65.3,1146,3314,0,71.6,1195,0,18.0,CONFIRMED_FIRE
26.5,372,1260,1,25.7,444,1,92.4,SAFE
37.0,512,3642,1,34.7,455,1,36.4,HIGH_RISK
25.4,571,1761,1,22.2,633,1,59.0,SAFE
46.3,1076,4142,0,51.1,1317,1,12.7,CONFIRMED_FIRE
21.7,478,1422,1,22.7,383,1,72.8,SAFE
50.0,796,3797,0,51.3,766,0,20.3,PROBABLE_FIRE
50.4,1012,3645,1,57.8,1019,1,16.5,PROBABLE_FIRE
39.4,570,4008,1,42.1,605,1,29.4,HIGH_RISK
26.7,631,2318,1,26.8,407,1,60.5,SAFE
57.7,1372,3768,0,61.4,1416,0,20.5,CONFIRMED_FIRE
38.5,628,3418,0,43.8,641,1,21.9,PROBABLE_FIRE
51.3,1405,3537,0,56.3,1086,1,13.7,CONFIRMED_FIRE
21.8,523,2303,1,19.8,510,1,88.4,SAFE
25.5,431,1144,1,25.0,634,1,81.3,SAFE
25.5,606,2330,1,25.8,511,1,66.1,SAFE
48.3,1042,3716,1,49.7,1533,0,5.6,CONFIRMED_FIRE
39.6,706,3716,0,40.4,1136,0,10.9,PROBABLE_FIRE
51.2,1025,4096,1,47.7,1441,0,7.4,CONFIRMED_FIRE
41.7,1028,4126,1,47.7,681,0,10.6,PROBABLE_FIRE
64.1,1170,3524,0,71.1,1485,0,23.9,CONFIRMED_FIRE
34.5,606,1245,1,35.8,619,1,84.0,SAFE
60.3,1172,4010,0,64.4,1089,0,12.6,CONFIRMED_FIRE
28.5,369,2334,1,27.3,440,1,72.9,SAFE
26.7,582,1735,1,24.5,394,1,59.5,SAFE
50.9,1039,3148,1,53.2,1207,1,13.3,PROBABLE_FIRE
29.3,310,1218,1,30.8,503,1,51.6,SAFE
52.0,1331,3581,0,56.2,1036,1,19.4,CONFIRMED_FIRE
44.8,799,3812,1,47.1,856,1,25.2,HIGH_RISK
45.6,1134,4085,0,49.1,1261,0,19.7,CONFIRMED_FIRE
44.6,1098,3152,1,50.0,687,0,37.8,PROBABLE_FIRE
44.5,826,3232,0,52.0,692,0,15.1,PROBABLE_FIRE
22.6,364,1714,1,20.1,583,1,65.6,SAFE
25.0,357,1704,1,25.1,769,1,53.7,SAFE
46.8,1124,3740,1,48.7,1088,1,24.2,PROBABLE_FIRE
45.8,458,3904,1,47.5,473,1,24.7,HIGH_RISK
31.7,447,1187,1,32.0,495,1,48.9,SAFE
21.3,375,1870,1,21.1,491,1,65.3,SAFE
37.7,807,3774,1,36.8,818,1,26.5,HIGH_RISK
48.9,1429,3865,0,54.9,1052,0,13.6,CONFIRMED_FIRE
39.7,535,4018,1,41.2,537,1,29.6,HIGH_RISK
58.1,1279,3780,1,64.7,1486,0,10.8,CONFIRMED_FIRE
42.7,539,4439,1,45.9,607,1,34.8,HIGH_RISK
40.9,925,3760,1,44.1,1242,1,29.8,PROBABLE_FIRE
22.9,534,2371,1,21.3,613,1,72.8,SAFE
43.8,795,3405,1,44.1,636,1,38.8,HIGH_RISK
45.1,627,3683,1,47.2,497,1,20.0,HIGH_RISK
46.5,1109,2897,1,49.1,1194,1,31.8,PROBABLE_FIRE
43.7,972,3432,0,48.5,664,1,30.4,PROBABLE_FIRE
67.3,1177,3956,0,70.3,1319,0,20.1,CONFIRMED_FIRE
39.2,744,3884,1,39.9,561,1,37.6,HIGH_RISK
52.0,568,3278,1,53.9,924,0,32.2,PROBABLE_FIRE
37.5,553,4175,1,38.6,587,1,36.8,HIGH_RISK
50.9,623,3251,1,58.3,903,0,11.3,PROBABLE_FIRE
22.3,319,1193,1,22.4,605,1,62.5,SAFE
27.1,486,2077,1,26.5,381,1,95.5,SAFE
36.7,749,3977,1,36.4,449,1,44.6,HIGH_RISK
64.5,1384,3972,0,70.2,1107,0,10.9,CONFIRMED_FIRE
32.2,442,1864,1,34.0,453,1,68.5,SAFE
32.4,335,2610,1,30.6,533,1,66.3,SAFE
45.6,1274,3883,0,55.5,1210,0,6.4,CONFIRMED_FIRE
44.7,799,3244,1,52.6,605,0,19.4,PROBABLE_FIRE
39.0,567,3850,1,36.9,791,1,32.6,HIGH_RISK
46.2,1545,3846,0,46.8,1250,0,8.3,CONFIRMED_FIRE
30.8,354,1765,1,29.7,422,1,76.1,SAFE
37.6,510,4106,1,40.3,645,1,33.9,HIGH_RISK
37.9,816,3598,1,43.3,468,1,22.9,HIGH_RISK
44.9,557,3395,1,47.5,817,1,22.5,HIGH_RISK
53.6,1399,3693,0,52.9,1014,0,5.4,CONFIRMED_FIRE
45.2,823,3430,1,51.0,581,1,18.0,HIGH_RISK
25.6,308,2585,1,23.1,468,1,71.4,SAFE
37.3,662,3537,1,39.7,565,1,21.4,HIGH_RISK
57.6,1295,3668,0,57.8,954,1,16.3,CONFIRMED_FIRE
28.6,306,2684,1,28.3,351,1,85.4,SAFE
41.7,498,3681,1,40.5,594,1,38.5,HIGH_RISK
30.0,435,1393,1,32.0,619,1,79.7,SAFE
39.2,834,3656,1,41.5,830,0,14.8,PROBABLE_FIRE
20.5,438,1460,1,21.3,602,1,68.9,SAFE
38.2,521,4152,1,38.9,665,1,23.5,HIGH_RISK
39.0,472,3356,1,41.0,403,1,37.4,HIGH_RISK
21.1,408,1923,1,22.4,369,1,81.7,SAFE
23.9,574,982,1,23.9,318,1,81.5,SAFE
45.6,1084,3877,1,51.7,1188,0,16.2,CONFIRMED_FIRE
43.6,676,3767,1,45.3,864,0,36.1,PROBABLE_FIRE
62.6,1407,3436,0,67.7,1352,1,7.0,CONFIRMED_FIRE
49.6,1187,3011,1,56.1,1196,1,33.0,PROBABLE_FIRE
64.8,1429,3484,0,65.6,1183,0,21.4,CONFIRMED_FIRE
49.8,663,3176,1,49.9,1017,0,37.9,PROBABLE_FIRE
24.3,625,2043,1,25.6,522,1,65.0,SAFE
40.2,653,3484,1,39.0,519,1,47.5,HIGH_RISK
25.8,476,2201,1,24.8,393,1,58.5,SAFE
63.7,1208,3882,0,72.4,1080,0,17.5,CONFIRMED_FIRE
46.0,1229,3566,0,52.8,1406,0,24.3,CONFIRMED_FIRE
41.1,544,3830,1,44.5,779,1,27.3,HIGH_RISK
22.1,312,1268,1,21.6,585,1,55.4,SAFE
28.9,494,2381,1,26.7,449,1,87.1,SAFE
39.6,466,3783,1,39.7,683,1,20.7,HIGH_RISK
37.6,730,3623,1,38.3,750,1,39.6,HIGH_RISK
51.8,973,4279,1,49.6,962,1,28.6,PROBABLE_FIRE
70.2,1258,3383,0,77.4,1133,0,18.8,CONFIRMED_FIRE
54.4,1390,3712,0,57.9,982,0,17.3,CONFIRMED_FIRE
22.9,387,1395,1,23.9,598,1,53.3,SAFE
30.1,687,2533,1,32.0,577,1,82.5,SAFE
49.0,1016,2754,1,50.3,1224,1,13.6,PROBABLE_FIRE
23.5,364,2549,1,24.0,628,1,69.9,SAFE
50.7,1280,3398,0,51.8,1457,0,6.9,CONFIRMED_FIRE
38.2,452,3623,1,41.8,848,1,27.0,HIGH_RISK
33.3,668,2386,1,29.9,399,1,53.1,SAFE
57.9,1267,3452,0,60.0,1424,0,10.6,CONFIRMED_FIRE
41.6,922,3986,1,46.2,1003,1,28.0,PROBABLE_FIRE
56.0,877,3183,1,61.6,620,0,16.7,PROBABLE_FIRE
35.4,675,4189,1,38.9,648,1,26.2,HIGH_RISK
29.0,462,1095,1,28.5,295,1,79.0,SAFE
44.3,875,3744,1,49.1,781,0,24.2,PROBABLE_FIRE
47.8,1161,3658,1,50.4,1176,1,16.2,PROBABLE_FIRE
42.5,1266,3990,1,45.1,1255,0,17.7,CONFIRMED_FIRE
49.2,1497,3917,1,54.0,1271,0,14.9,CONFIRMED_FIRE
42.2,911,3847,1,46.3,1200,1,14.5,PROBABLE_FIRE
62.8,1321,4125,0,68.0,1096,0,13.2,CONFIRMED_FIRE
24.8,615,2585,1,27.0,407,1,73.2,SAFE
